user_id,signup_date,plan,country,session_count_30d,session_count_7d,avg_session_duration_min,feature_breadth,days_since_last_use,engagement_score,churned
usr_a9b6014387ba,2025-06-27,pro,FR,20,0,1.4,2,15,60,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_679f16f7d5a8,2024-05-21,free,UK,4,3,18.6,5,12,24,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5ca76d10db57,2024-10-20,free,US,12,10,4.0,3,7,68,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_e39aedcf6c4b,2025-04-05,free,US,6,11,15.0,1,14,32,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_e0e656381e16,2024-12-14,free,US,9,13,15.8,1,13,15,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f273db6e5305,2025-10-12,free,CA,31,5,3.6,2,1,22,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f1f1954d450b,2025-03-05,free,US,28,4,17.1,4,2,78,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a01de801449c,2025-12-16,free,FR,34,12,10.5,4,27,20,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_3cbfa866e4a1,2025-01-11,free,US,8,7,3.7,4,4,32,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9559e93b0410,2025-01-18,free,FR,37,9,14.9,3,18,76,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_19fd13e5b21a,2026-04-22,free,FR,32,0,2.3,5,4,42,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_23eed9908a1c,2025-01-08,enterprise,US,28,7,6.2,0,5,92,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9525ca918632,2024-09-29,free,DE,38,2,15.8,0,26,94,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_444984ab95d1,2025-12-25,free,DE,26,5,8.6,5,6,29,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_8903c5b22fdb,2024-01-03,free,DE,47,11,8.0,0,20,56,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_49e8744f775d,2024-02-01,free,DE,18,0,15.9,2,14,81,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_96dae58476a0,2024-03-11,free,UK,44,12,19.3,4,24,84,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_4b8d4d34d6a5,2024-08-06,pro,FR,25,12,5.5,0,5,54,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_407f6278b135,2024-08-05,enterprise,FR,24,8,18.8,0,4,51,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_586b3aee4dfc,2024-06-08,free,DE,42,0,16.2,5,7,70,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7088eeffd9db,2025-08-17,pro,US,26,5,12.4,5,8,32,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_65e173d58062,2024-09-01,free,CA,9,6,1.3,3,3,89,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_0d4ef6ef3e25,2025-12-08,free,CA,27,8,15.1,2,2,14,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7fcfac3f6804,2025-02-16,free,FR,45,7,13.0,4,17,79,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5efd54f4171d,2024-11-28,free,CA,5,5,5.8,4,3,40,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_147f0c4e33bc,2025-11-23,free,US,35,6,6.5,1,0,70,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6b01128bccb7,2025-02-15,enterprise,CA,40,7,6.9,3,7,90,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_72badaf402be,2024-08-11,free,CA,35,11,6.9,5,9,31,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_8a8bd4f47cb7,2024-12-04,pro,CA,41,7,9.4,4,23,85,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d9c9d2da9575,2026-02-14,free,DE,13,6,11.7,1,16,23,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_122f5c5a6e43,2024-09-17,free,CA,7,9,16.2,3,24,48,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a46bb5851ef7,2024-09-03,pro,US,11,12,8.4,2,22,27,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d7bb6d268cac,2025-09-16,free,UK,44,10,16.5,5,12,55,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b3f4c29b0c6e,2025-04-07,free,CA,10,5,3.6,4,18,22,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f1877f60be52,2024-01-18,free,DE,27,8,7.5,5,0,72,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d604125dd16a,2026-04-20,free,FR,9,5,7.7,4,4,14,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_86abad2bd078,2025-02-27,free,CA,43,10,1.1,0,14,34,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_dadca743c115,2026-04-15,free,FR,46,1,2.5,4,20,69,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b75c4c297cbe,2024-12-26,free,FR,14,6,7.8,2,28,18,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9e8398fc6f7b,2025-02-07,pro,FR,24,14,1.1,3,16,49,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_44218aae4bff,2024-04-09,free,CA,21,9,7.1,1,24,94,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_ba7cf40ae3da,2024-10-23,free,DE,3,1,3.1,5,21,46,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6f064ca516b5,2024-06-11,enterprise,CA,46,11,5.0,5,22,21,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_8517144a1ca4,2025-05-09,free,DE,15,13,18.6,1,10,20,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_623494bc9b9c,2025-03-11,free,CA,38,2,7.6,3,20,67,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d66f6f99db36,2025-10-19,free,DE,35,5,3.0,0,11,83,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_cc84a7a020f2,2026-01-14,free,FR,33,1,12.1,3,15,11,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_090f62c3267d,2024-05-01,free,FR,23,5,16.4,3,19,11,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_78b2e47c9316,2025-02-01,free,DE,39,4,2.0,1,12,17,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b5d1a7f92c72,2024-09-30,free,US,41,11,2.4,1,13,20,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_dd980db7b3fb,2025-08-01,free,CA,46,10,1.7,0,10,46,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_40df98422105,2025-01-10,free,US,2,6,9.5,5,20,93,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_3a83aec0f2ac,2024-12-04,free,UK,1,13,11.8,4,2,54,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5f872e298fc6,2025-12-25,pro,FR,47,0,7.5,0,28,31,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_65a85f065af9,2024-02-07,free,CA,31,9,16.4,0,27,64,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_85667cd40d9d,2026-03-13,pro,UK,28,4,5.3,3,25,38,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_43c861d31822,2025-09-02,free,DE,45,13,1.7,0,9,19,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_db0708305b00,2025-06-28,free,DE,22,3,10.7,3,28,81,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_373f7d246afd,2024-01-11,pro,UK,44,2,4.1,4,5,82,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f8f152d5f596,2025-11-02,free,FR,6,5,8.6,0,23,69,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_06c68f93b35b,2026-03-22,free,US,26,5,16.5,1,28,62,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_0d038e69a603,2025-02-11,free,FR,36,3,2.6,1,10,12,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_757c6039bace,2024-08-18,free,CA,39,6,3.5,1,22,91,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_4957eb9989e1,2025-05-13,pro,US,13,7,5.2,2,7,51,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_385dd544f699,2024-02-26,free,CA,23,5,11.8,2,17,74,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_69338bf945a8,2025-01-02,free,UK,12,14,2.3,2,6,45,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_3ae51be3d901,2025-04-12,pro,DE,19,7,15.7,1,27,93,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_73b6de0a3d2c,2024-01-10,free,FR,14,10,2.5,2,26,16,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5caaa5474257,2024-05-07,free,FR,48,9,2.6,3,28,57,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d4a1df071740,2025-06-29,pro,CA,19,0,3.7,4,0,42,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_e89e64a3ef9b,2025-01-08,pro,US,1,2,6.2,0,8,16,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_4f7c41fa4b62,2025-11-08,pro,DE,28,8,3.7,5,23,26,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_467a8240d9b6,2024-08-28,pro,UK,39,12,13.5,4,4,66,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_ab51160a8949,2024-09-10,free,US,44,0,4.7,2,19,63,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_cc229a688ce3,2024-05-25,free,FR,31,1,4.2,3,18,12,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5a68d8b83494,2025-08-04,free,UK,31,8,9.9,2,12,81,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_4ccfd7261c6e,2024-03-14,free,FR,33,11,19.3,2,28,13,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a214a95d654a,2024-10-07,free,US,25,8,11.0,4,22,48,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_24c0f9314bba,2024-03-14,free,FR,44,0,9.0,1,14,19,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_85c26a943ef6,2026-01-17,free,UK,37,0,4.9,5,17,80,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_fcde3c350673,2025-07-04,pro,UK,11,4,18.7,2,6,15,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_edc0cf21d9af,2025-03-07,free,US,25,8,6.2,4,7,10,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f2518fd810bf,2025-09-19,free,FR,0,12,3.9,4,10,46,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5b088ffd743f,2025-08-22,free,US,11,11,9.2,5,7,72,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_0b9303cf2f2c,2026-04-05,free,FR,48,1,4.9,0,29,13,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_3847f6fd778d,2026-01-30,free,DE,2,12,6.6,2,8,86,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_c91464cca055,2024-04-01,free,FR,37,0,6.4,4,18,30,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b4e2b725501e,2024-08-07,free,US,0,7,7.0,1,24,40,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_cbc8f96f9d0a,2025-09-25,free,US,18,7,17.8,3,21,31,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5b648cad27ef,2025-02-21,free,CA,36,0,8.1,4,13,53,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_1e370f8c30a3,2024-12-05,free,US,45,11,5.1,4,23,40,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_91535aff2648,2024-05-31,free,UK,11,6,16.4,0,4,86,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_91a33b5caebc,2026-04-30,pro,FR,10,7,19.4,4,21,60,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d80b91cdbfa5,2024-07-10,enterprise,US,12,13,6.9,0,11,80,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_017e15ad32c0,2025-04-03,free,CA,13,6,7.1,4,2,35,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5125d3319ea5,2025-01-24,free,FR,16,13,15.8,1,3,72,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a001e9c94783,2024-11-20,pro,UK,6,6,7.6,5,19,42,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9ebf6a8a82f1,2024-04-14,free,FR,49,8,15.7,2,7,74,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_94e92d6fb396,2024-01-20,free,US,19,12,20.0,4,6,80,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_70ea49ada190,2026-03-30,free,UK,34,10,8.2,0,14,61,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b91b93c45ff1,2024-04-29,free,US,26,13,12.7,2,17,84,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_35c4ce00b6b0,2026-04-27,free,FR,45,0,17.8,0,1,42,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_39d4b89a0486,2025-01-04,free,US,6,9,14.2,4,21,80,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_56f49022d414,2024-09-30,pro,US,23,6,4.0,4,8,82,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_2b8967df8b3e,2024-08-14,free,FR,29,8,13.5,2,19,39,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_0a7ead534b70,2026-02-02,free,DE,43,4,11.4,1,2,86,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a4c15d38286e,2025-02-06,free,UK,31,2,1.4,3,7,47,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_4b5544c4443a,2024-08-17,pro,UK,36,2,9.3,2,25,39,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_8266d64aa4cc,2025-07-14,free,CA,3,11,12.3,4,26,19,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_08624231e55a,2024-08-16,free,DE,7,13,12.7,1,23,93,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7d1848591385,2025-11-13,pro,UK,28,11,7.0,2,16,93,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_e0a5a435e67c,2025-12-17,free,FR,4,10,16.2,4,6,55,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_2803096addd8,2025-12-03,pro,FR,26,9,18.1,2,8,10,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_44483a5c38cf,2024-02-16,pro,DE,32,3,14.5,2,20,65,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_32094e5b1c1d,2025-01-22,free,CA,38,9,8.6,5,3,12,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_3372967d9dea,2024-04-29,free,CA,47,7,2.0,0,25,43,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_8e2e4c2cae32,2025-01-23,pro,UK,34,2,5.6,0,2,92,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_55b4487f8e58,2024-04-03,free,UK,48,8,14.2,2,28,62,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_e06cbc48a1b5,2025-05-13,free,DE,1,13,19.2,1,16,39,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_e922fe316a09,2024-09-15,pro,CA,47,0,12.6,3,5,26,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_281cebb0c0ed,2024-03-26,free,DE,5,8,10.7,4,10,14,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9a41716ecf58,2024-05-08,pro,CA,25,12,6.9,5,7,49,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_bae1c87dfe2e,2025-05-27,enterprise,CA,35,14,9.0,4,18,13,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_419c6fdc7b44,2024-02-08,free,DE,46,2,18.5,2,26,74,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_33e06fb35942,2025-07-31,free,FR,22,12,4.9,3,27,42,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_4d4e616b1442,2025-08-30,free,FR,29,8,3.0,4,25,75,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_cd84d7acc135,2025-09-04,pro,US,29,5,18.9,4,8,28,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_bbbe5d7ecc5c,2025-03-29,free,US,22,11,1.8,3,26,78,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_73e0d0420165,2024-02-03,pro,UK,26,14,1.1,1,25,32,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a95661134c3f,2026-02-03,free,FR,12,5,9.1,0,18,22,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_890ce440d20b,2025-08-08,free,DE,6,4,1.6,3,29,75,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_193276ea436c,2025-10-12,pro,FR,9,14,8.0,2,8,88,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_37cc0df24dcd,2025-11-08,pro,DE,44,1,3.1,3,25,25,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_eeb2d46fdafc,2024-10-25,free,UK,8,4,13.0,5,2,70,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_aa14c5962cd3,2025-03-07,free,CA,39,4,1.3,3,20,42,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_62a44f734e4c,2024-05-13,free,DE,36,1,13.0,2,3,45,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_434a052e8695,2026-04-14,free,CA,22,1,19.0,0,17,46,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a0d154d761d1,2025-01-18,free,UK,27,10,18.2,0,20,27,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f8c585bd6087,2024-06-01,pro,UK,4,10,18.0,2,17,57,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6c9e5625552f,2025-12-17,free,US,18,14,14.1,0,20,63,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7ce08fd1bcda,2024-03-05,free,US,12,0,1.0,0,0,89,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_ef6886b7671b,2024-07-25,pro,US,29,6,18.8,3,28,39,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_0f00286f20ee,2024-08-21,free,CA,11,0,8.8,0,27,87,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_14fcfca4533b,2025-10-03,pro,FR,48,3,9.3,4,3,51,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_0fbf9657bfed,2024-02-22,free,US,15,6,5.2,2,1,26,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6ebf6da6ca0b,2024-02-23,free,UK,35,5,18.6,3,1,27,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d03e4f1c7dc3,2024-04-12,free,US,14,14,17.0,1,15,33,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b86c55b6e98e,2024-05-21,free,DE,26,9,11.5,0,24,90,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_1f0a3581a632,2024-11-29,free,DE,31,7,7.7,2,10,73,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_efb8aa157b10,2024-11-09,pro,UK,44,12,9.1,1,3,14,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_a8094de3ae9b,2025-04-07,free,CA,8,14,9.7,4,29,42,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_c22175ff956d,2025-03-18,free,DE,35,4,16.0,2,7,61,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_12c6e2e7f37f,2025-10-14,pro,DE,43,6,10.6,2,7,82,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_ebd39dc64383,2024-08-12,free,FR,13,5,12.6,5,1,80,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9896bf9f2a90,2025-05-31,free,DE,32,2,13.9,3,9,94,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7014e56d0f69,2025-08-13,free,CA,41,4,13.1,1,26,17,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_c4838a7665ed,2026-03-17,free,UK,39,10,19.7,4,10,88,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_c303dcda60b1,2025-12-02,pro,DE,29,4,7.8,0,10,80,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_80cbcd14f9a6,2024-02-20,free,FR,33,10,5.3,3,0,93,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_c4cb49ec9e25,2024-03-06,free,UK,35,10,8.5,5,4,14,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_2037ffab1941,2024-09-30,free,UK,5,11,7.2,1,5,11,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_82567c67c846,2025-10-04,free,CA,21,9,19.1,5,12,52,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9d205d31aced,2024-06-15,free,DE,40,7,2.4,2,17,48,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f57a11e3ba5f,2024-12-29,pro,DE,17,2,18.6,0,29,37,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_1fcb88f0c3e9,2025-12-10,pro,US,49,5,2.5,2,15,23,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d458b271ce8c,2024-11-04,free,DE,6,10,10.2,5,9,70,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_dc2b8f2402f5,2025-02-23,pro,FR,26,5,8.7,4,2,51,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_68570758e68d,2024-01-27,free,FR,48,0,11.4,2,24,60,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_1969f460810a,2026-03-28,free,FR,34,5,3.4,1,16,45,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_61e2e098ab21,2024-06-22,free,UK,35,12,10.2,0,0,40,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6afc045488ef,2024-10-30,enterprise,FR,15,13,12.1,2,1,77,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_938087ec4f8d,2024-08-25,free,DE,38,13,11.6,5,0,22,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d7b529357282,2024-11-12,free,DE,38,14,17.4,3,0,81,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f938d45bc80c,2025-01-27,free,CA,32,0,4.9,2,26,89,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_42cdd939d6f2,2024-02-13,free,CA,49,11,18.7,3,25,37,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f23b8b2d7f69,2024-11-06,free,UK,1,12,15.8,0,1,64,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_c5133ffda251,2024-04-02,free,DE,3,12,2.1,0,13,93,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_025cc5299b70,2025-10-06,free,UK,18,5,7.5,0,7,34,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_467c764f5a15,2024-04-02,free,FR,32,5,6.3,5,28,93,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f515ad8a0afa,2025-08-23,pro,DE,18,9,5.2,3,5,44,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_709423719c50,2025-01-31,pro,DE,43,2,5.5,5,28,87,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_073657841825,2025-06-22,free,US,18,13,4.3,2,14,27,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d1c9b69a8441,2025-08-12,free,FR,43,10,18.3,1,4,21,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6711ab7d4471,2024-12-07,free,DE,15,2,10.6,3,9,64,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_14ef12df110f,2026-02-10,pro,FR,38,10,13.6,3,19,88,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_994c04524f4c,2025-02-08,free,CA,41,9,11.5,1,9,37,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_5ce79fac98eb,2025-11-01,free,UK,18,3,16.7,0,27,24,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7b531bd388d6,2024-07-23,pro,CA,43,11,18.4,1,8,10,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_06161f4ac73f,2025-05-20,pro,UK,30,7,12.8,1,28,11,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_f3ade1afd86e,2024-04-15,free,CA,27,13,17.9,2,0,26,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_2eeb1e2a2392,2026-03-05,free,US,16,13,19.2,5,18,71,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_1e1c6693cd48,2026-04-10,pro,UK,7,0,5.6,2,12,53,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_1d90758c76b6,2025-04-19,pro,DE,28,14,6.7,3,20,49,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_6cefb2847a00,2025-12-15,free,FR,43,2,15.9,3,19,68,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9fe89e068a15,2025-06-30,free,UK,16,2,18.7,1,13,47,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_55333ac60edf,2026-03-16,free,CA,10,13,18.8,3,2,36,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_9ec3f9c3b145,2024-05-04,free,DE,10,6,18.9,3,25,32,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_416aceee7240,2025-02-02,free,US,46,8,8.4,1,24,12,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_bf03ce34acf6,2024-12-05,pro,DE,21,5,10.3,0,4,16,1,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_7098f8f4c7e9,2025-10-31,free,CA,46,4,15.2,0,27,64,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_70215b3e73b0,2024-11-09,free,CA,27,9,1.3,5,24,57,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b757e90233ef,2024-12-22,free,UK,20,3,7.8,2,25,40,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_d51064085939,2025-11-29,pro,CA,1,7,11.6,3,14,88,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_72fc9ee076ab,2024-11-09,free,US,42,13,2.1,4,17,48,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_78ca5fd8e483,2025-05-28,free,US,48,12,14.5,2,22,31,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_54d152a03415,2024-10-18,pro,US,43,8,5.1,2,2,28,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
usr_b52b1b20793f,2024-10-25,free,US,37,2,12.4,3,9,34,0,f5d16425-fa84-4f59-a8d1-44390c7bc161
