user_id,session_count_7d,feature_breadth,avg_session_duration_min,days_since_last_use,engagement_score,churned,plan,segment
usr_dd21f547,4,3,13.59,5,62.73,0,pro,casual
usr_b3aad120,5,3,22.86,2,45.85,0,free,casual
usr_c30e3e9d,4,4,11.93,3,64.09,0,free,casual
usr_ae98d4a9,7,4,24.92,4,57.44,0,free,casual
usr_937e913a,3,3,10.19,2,59.55,0,free,casual
usr_6aeec56d,6,5,16.67,3,42.54,0,free,casual
usr_606c0457,4,3,19.12,3,43.37,0,free,casual
usr_5e2924f5,6,5,13.34,4,48.2,0,free,casual
usr_7259f84e,5,4,14.83,5,43.43,0,free,casual
usr_d6b4749d,3,4,22.47,5,60.68,0,free,casual
usr_a627f8f2,6,4,16.73,4,60.49,0,free,casual
usr_f6704add,7,3,22.87,4,53.75,0,pro,casual
usr_c21822be,5,3,15.53,4,53.23,0,free,casual
usr_95515e83,3,4,15.26,5,45.69,0,free,casual
usr_3f3dd057,3,4,13.91,3,63.18,0,pro,casual
usr_a07c7d8f,3,4,11.45,5,57.88,0,free,casual
usr_f2c253a9,6,5,21.36,4,40.94,0,pro,casual
usr_fee290f7,7,5,22.96,5,64.45,0,free,casual
usr_6256312c,7,4,10.87,2,60.72,0,free,casual
usr_f39bfe95,5,4,24.64,2,46.08,0,free,casual
usr_9a54ed7d,3,4,19.9,4,40.33,0,pro,casual
usr_0fc46c64,5,4,12.54,4,42.57,0,free,casual
usr_c322a64c,4,3,20.21,4,58.28,0,free,casual
usr_2cdc55a7,5,5,12.44,5,49.91,0,pro,casual
usr_9735ba6c,7,3,20.77,2,50.34,0,pro,casual
usr_c456cbd7,4,3,11.06,4,53.97,0,free,casual
usr_eff49162,3,3,15.82,5,52.44,0,free,casual
usr_c1dc7666,3,5,15.2,4,44.16,0,pro,casual
usr_24c78714,7,3,17.39,5,42.79,0,free,casual
usr_8eab20fb,5,5,10.45,3,40.82,0,pro,casual
usr_2ca3297e,3,4,16.45,5,62.68,0,free,casual
usr_96c291f4,6,3,10.32,3,54.55,0,pro,casual
usr_83ca83ed,7,3,24.03,5,42.95,0,pro,casual
usr_209d665c,3,5,22.11,4,53.01,0,free,casual
usr_808d877a,7,4,20.03,3,58.95,0,pro,casual
usr_a3e84aa6,3,3,13.9,4,61.0,0,free,casual
usr_d204e2e3,4,3,20.43,3,44.76,0,pro,casual
usr_765aac80,6,3,16.19,4,57.77,0,free,casual
usr_d9fff6c5,4,3,23.77,2,64.23,0,free,casual
usr_dc0227c1,6,5,13.21,2,46.39,0,free,casual
usr_99cea794,4,3,13.36,3,54.03,0,free,casual
usr_de81d090,4,4,23.95,4,45.15,1,pro,casual
usr_44c045ae,3,5,21.93,5,50.71,0,free,casual
usr_413a2c54,6,3,24.23,3,63.15,0,pro,casual
usr_40367235,5,4,13.38,3,44.96,0,free,casual
usr_874a9997,5,3,12.76,3,62.29,0,free,casual
usr_5eab8538,7,4,21.15,3,57.74,0,free,casual
usr_fb9d9f72,7,5,15.77,4,54.07,0,pro,casual
usr_b4bc862d,4,4,15.91,5,63.27,0,free,casual
usr_1e030446,5,4,15.85,5,61.19,0,free,casual
usr_2b204e2c,5,3,12.01,2,41.9,0,free,casual
usr_76faafe9,7,5,11.37,5,47.64,0,free,casual
usr_85342787,4,5,19.95,3,51.69,0,free,casual
usr_89045c60,3,4,18.5,3,57.43,0,free,casual
usr_1597eac7,7,5,12.17,3,46.29,0,free,casual
usr_b22ff384,7,5,11.55,3,59.82,0,pro,casual
usr_7fa7265c,4,3,10.74,4,64.99,1,free,casual
usr_53cac4d6,7,4,17.09,4,46.4,0,free,casual
usr_70e5d5f7,5,4,14.46,5,54.24,0,free,casual
usr_c65ca7ff,5,4,24.5,5,49.89,0,free,casual
usr_849ef5da,7,4,11.23,4,52.54,0,free,casual
usr_0df68094,3,3,13.25,4,61.63,0,free,casual
usr_26efc70e,5,4,20.29,3,58.55,0,pro,casual
usr_242aafe8,7,4,24.31,2,54.45,0,free,casual
usr_18f2e076,3,5,16.98,4,40.71,0,pro,casual
usr_0752693b,5,5,18.6,3,43.06,0,free,casual
usr_fa9567a1,4,3,23.85,4,59.91,0,pro,casual
usr_3e046418,5,5,20.7,2,49.27,0,pro,casual
usr_32bcb137,6,5,14.23,5,60.13,0,free,casual
usr_af5f5642,6,3,18.92,4,53.81,0,free,casual
usr_e4e401af,3,3,14.9,5,53.25,0,pro,casual
usr_3934e44f,3,4,22.41,3,64.81,0,free,casual
usr_86fa39ca,7,5,10.83,2,48.79,0,free,casual
usr_e42cea17,5,5,10.01,3,47.05,0,free,casual
usr_34117e63,5,5,20.48,2,62.1,0,free,casual
usr_e84653e8,7,5,10.17,3,64.74,0,pro,casual
usr_39f613d1,5,4,15.66,4,63.69,0,free,casual
usr_6d77b308,5,4,10.87,5,50.51,0,pro,casual
usr_cf2785bc,3,5,12.8,5,59.78,0,free,casual
usr_742644dc,6,3,23.44,5,64.76,0,free,casual
usr_37244fae,7,5,18.87,2,42.84,0,free,casual
usr_99a29cfb,4,3,13.51,4,45.64,0,free,casual
usr_d42de8c0,7,5,12.36,2,42.76,0,pro,casual
usr_11d1f71a,3,4,23.26,2,46.87,0,free,casual
usr_4a8e4fa4,3,4,22.54,4,50.91,0,free,casual
usr_7066c92f,5,5,10.58,4,48.49,0,free,casual
usr_aea80744,5,4,15.28,3,48.52,0,free,casual
usr_7fa3d025,5,3,15.36,3,50.29,0,free,casual
usr_3451edbb,7,5,23.3,2,45.95,0,pro,casual
usr_4d10d2e3,5,3,20.19,5,51.57,0,free,casual
usr_db9095cc,4,3,11.76,5,43.9,0,free,casual
usr_635af45a,3,3,19.68,5,41.21,0,free,casual
usr_b07a6a7b,3,5,20.26,3,47.94,1,free,casual
usr_90e038c1,3,3,17.35,5,43.82,0,pro,casual
usr_4e51ca22,5,4,10.77,4,56.79,0,pro,casual
usr_aa123171,5,4,16.92,3,49.63,0,free,casual
usr_895dc8eb,6,5,10.54,2,62.6,0,free,casual
usr_bbf817ba,7,5,14.41,5,49.22,0,pro,casual
usr_efc48649,4,4,16.75,2,54.42,0,free,casual
usr_f2d35006,6,5,15.0,2,62.95,0,pro,casual
usr_b61d5821,6,4,11.49,4,57.2,0,pro,casual
usr_5398754f,5,4,10.46,3,45.09,0,free,casual
usr_fcac5c4a,3,5,15.55,3,58.27,1,pro,casual
usr_244d74e7,7,5,24.16,5,63.52,0,pro,casual
usr_5048cde7,7,4,11.46,3,52.8,0,free,casual
usr_9453b73d,4,3,20.98,5,43.57,0,free,casual
usr_4cf6835a,5,3,16.22,4,43.86,0,pro,casual
usr_5a662778,6,3,12.05,4,62.9,0,free,casual
usr_a71a6a74,7,3,13.72,2,41.17,0,free,casual
usr_9ac4f03b,3,5,22.51,3,59.98,0,pro,casual
usr_0d381f31,3,5,20.43,2,51.67,0,free,casual
usr_659f1690,4,3,18.72,2,40.14,0,pro,casual
usr_5bd51090,7,4,10.88,4,61.86,0,pro,casual
usr_990a3699,5,5,21.96,4,63.43,0,free,casual
usr_ff9dc277,7,4,24.23,3,53.23,0,free,casual
usr_3600abf0,7,3,20.65,5,42.1,0,free,casual
usr_71d76331,6,4,20.45,5,48.93,1,free,casual
usr_16ffc1ff,4,5,15.41,4,45.28,0,free,casual
usr_469d2bbe,6,5,19.54,4,52.06,0,pro,casual
usr_5587d5b0,3,3,16.98,3,43.04,1,pro,casual
usr_00cf1b11,7,5,10.75,2,53.12,0,free,casual
usr_170cab28,6,5,19.97,2,54.62,0,free,casual
usr_77216ad6,3,3,21.19,5,41.07,0,free,casual
usr_a976f4f1,6,3,20.0,4,64.75,0,free,casual
usr_96138f24,3,5,14.18,2,53.41,0,free,casual
usr_75bd1fb8,6,3,23.91,4,61.01,0,free,casual
usr_fcbf68f7,6,5,11.39,5,63.42,0,pro,casual
usr_fa67518c,3,4,24.18,5,61.6,0,free,casual
usr_325c843e,6,5,18.25,2,52.77,0,pro,casual
usr_47ec85b0,7,5,13.6,5,58.03,0,free,casual
usr_698993b1,5,4,22.05,2,48.59,0,pro,casual
usr_b03e6aaa,6,4,12.1,5,50.48,0,free,casual
usr_0e2439d7,4,5,24.57,5,52.6,0,free,casual
usr_f6db5c4e,6,5,23.34,2,44.08,0,free,casual
usr_bffbcc71,5,5,20.94,4,61.16,0,free,casual
usr_73e55d4f,7,5,12.22,3,63.43,0,free,casual
usr_b217b248,5,5,14.76,2,58.86,0,free,casual
usr_c196c455,3,3,17.4,5,47.62,0,free,casual
usr_13fd9330,3,4,23.1,5,53.47,0,pro,casual
usr_ef97a001,3,3,12.15,4,61.45,0,pro,casual
usr_8740d77b,6,3,18.18,4,50.51,0,free,casual
usr_2b35fd2d,5,5,22.34,4,46.62,0,free,casual
usr_735e0ce3,6,3,11.15,4,44.54,0,free,casual
usr_5b391864,7,3,14.62,2,46.19,0,free,casual
usr_275e89cf,6,3,15.91,4,49.41,0,free,casual
usr_60bdd168,3,4,11.95,3,64.47,1,free,casual
usr_2e26e902,4,5,23.32,5,61.47,0,free,casual
usr_8b2898c2,3,4,18.52,5,55.81,0,free,casual
usr_7b308407,6,4,16.01,5,40.6,0,free,casual
usr_45d91bd5,5,4,16.61,5,40.69,0,pro,casual
usr_96a6436b,3,4,11.9,3,41.66,0,free,casual
usr_9ae34f84,5,3,11.93,3,40.48,0,free,casual
usr_538df179,3,3,20.34,2,57.88,0,free,casual
usr_7a171fc5,7,3,22.51,3,42.29,0,free,casual
usr_bc3aa966,6,5,20.17,2,45.31,0,free,casual
usr_63abef2c,7,4,16.64,5,55.36,0,free,casual
usr_cd020a6d,5,3,15.51,5,44.4,0,free,casual
usr_6ba6ebe9,7,5,23.23,2,42.64,0,free,casual
usr_a7f3c3a5,4,3,13.3,5,59.78,0,free,casual
usr_392df0c4,7,5,13.36,4,56.16,0,pro,casual
usr_55ab9abe,3,5,14.25,3,53.06,0,free,casual
usr_791c9cfe,5,5,11.21,3,54.51,1,pro,casual
usr_81cd9d7a,5,3,22.3,3,46.09,0,pro,casual
usr_47bd4707,7,3,12.44,5,57.16,0,free,casual
usr_f0feb535,4,3,20.46,4,64.6,0,pro,casual
usr_f4a00234,4,4,17.83,5,63.37,0,free,casual
usr_bc0f8b5d,6,4,23.96,5,63.95,0,pro,casual
usr_823f8266,5,4,15.34,4,48.65,0,free,casual
usr_ee335a78,7,3,17.96,5,42.23,0,free,casual
usr_ba207726,6,3,18.77,3,47.17,0,free,casual
usr_aeef4371,7,4,12.26,2,49.58,0,free,casual
usr_e818aeba,3,3,10.22,4,44.92,0,free,casual
usr_274e24d5,5,4,19.77,3,41.32,0,free,casual
usr_030f1a8a,7,5,18.74,5,41.26,0,pro,casual
usr_a5a3edf0,5,5,16.5,2,55.53,0,pro,casual
usr_e45431d9,5,5,14.72,4,50.77,0,free,casual
usr_e1317235,5,3,12.72,3,57.73,1,pro,casual
usr_9556f6dc,4,5,11.83,5,46.18,0,pro,casual
usr_3c81ba94,3,5,11.37,4,62.72,0,free,casual
usr_d8d24347,3,4,22.84,2,45.97,0,pro,casual
usr_f677e018,3,5,18.44,4,42.69,0,free,casual
usr_aeee9276,6,5,21.53,2,43.72,0,free,casual
usr_02baeadd,3,5,19.04,3,58.8,1,pro,casual
usr_e235a242,6,4,10.21,2,58.73,0,pro,casual
usr_45528d82,3,5,19.89,4,49.49,0,free,casual
usr_6244ed14,7,4,24.39,2,51.73,0,free,casual
usr_5623d07d,4,4,21.07,2,40.2,0,free,casual
usr_43a4ef39,3,5,17.83,5,42.42,0,free,casual
usr_87f2e1b2,3,3,10.33,5,64.46,0,pro,casual
usr_837c9fdd,3,3,23.56,5,49.06,0,free,casual
usr_c022d976,6,4,12.16,3,62.86,0,pro,casual
usr_6466381a,3,4,13.84,5,49.87,1,free,casual
usr_24ca9d1b,4,5,11.65,5,55.51,1,free,casual
usr_5d39e06a,4,5,12.06,5,45.59,0,free,casual
usr_4c78492b,5,4,11.44,4,46.39,0,free,casual
usr_7b3f5e29,5,5,20.77,3,62.27,0,pro,casual
usr_6dd1a2a9,5,5,22.91,4,63.49,0,free,casual
usr_1d1a215b,6,5,12.09,5,63.95,0,free,casual
usr_f0c24da3,5,5,13.43,2,45.79,0,free,casual
usr_0ee32eb5,4,4,11.89,3,54.77,0,pro,casual
usr_4d14f514,3,3,17.74,5,58.01,0,free,casual
usr_f04a7e5f,3,4,20.26,3,60.87,0,free,casual
usr_b54247e9,3,3,10.89,3,55.46,0,free,casual
usr_728d61de,6,3,14.61,3,59.4,0,free,casual
usr_5b35da30,4,3,22.98,2,56.05,0,free,casual
usr_30318ce9,4,4,10.38,2,64.26,0,pro,casual
usr_6084445b,6,5,10.04,5,61.5,0,free,casual
usr_44405ee9,4,3,11.9,4,54.66,0,free,casual
usr_c27499f4,4,3,21.53,5,52.47,0,free,casual
usr_3595dc76,5,3,11.57,2,44.65,0,free,casual
usr_51d0d7c9,5,5,18.57,3,42.37,0,pro,casual
usr_b822ab88,3,5,17.93,5,47.81,0,free,casual
usr_d94d906e,7,3,10.42,2,45.0,0,free,casual
usr_ac93e712,6,3,11.45,2,41.96,0,free,casual
usr_ce1d80ed,4,3,18.1,2,44.11,0,free,casual
usr_97fa3af0,5,3,21.49,5,55.89,1,free,casual
usr_79f20459,5,3,15.52,2,63.09,0,pro,casual
usr_ab5269db,5,3,10.92,3,64.53,0,free,casual
usr_c5a1b0e0,6,3,11.3,4,58.79,0,pro,casual
usr_cb31dc38,5,5,10.81,5,61.17,0,free,casual
usr_2b6f057d,3,3,20.32,2,44.95,1,free,casual
usr_8473c0b2,3,3,18.69,2,59.88,0,pro,casual
usr_d3c1c1dc,6,4,21.1,2,42.36,0,free,casual
usr_6c7485b0,6,5,14.57,2,56.58,0,free,casual
usr_e9ac7d5d,5,3,14.21,4,57.39,0,pro,casual
usr_dc704e5a,3,5,11.51,4,60.75,0,free,casual
usr_f12788a3,3,5,12.23,4,62.55,0,free,casual
usr_4bfd5b68,3,5,22.3,4,40.75,0,free,casual
usr_705352e4,7,5,11.77,3,62.4,0,free,casual
usr_ed04d878,6,3,19.0,3,48.68,0,free,casual
usr_1417e8c9,5,5,15.12,4,49.44,0,free,casual
usr_e0ca2941,3,5,13.4,3,56.55,0,pro,casual
usr_acd13ebe,5,4,12.91,2,43.55,0,pro,casual
usr_a6ee9148,7,4,16.53,2,64.29,0,free,casual
usr_d1daa60e,4,3,19.26,2,58.02,0,pro,casual
usr_cf0825d9,3,5,12.05,4,51.78,0,pro,casual
usr_1a9d2030,7,4,24.27,3,59.2,0,pro,casual
usr_893498b8,4,3,11.0,5,64.78,0,free,casual
usr_e0256212,4,4,20.61,5,63.21,0,pro,casual
usr_a435cb1e,4,3,11.62,4,62.73,0,free,casual
usr_2474862d,4,5,23.38,3,49.42,0,pro,casual
usr_c66b8e99,4,5,17.09,4,61.75,0,free,casual
usr_a1a2d69f,4,3,19.55,2,49.92,0,free,casual
usr_4452904d,5,5,19.33,4,55.62,0,pro,casual
usr_cb819a73,7,3,16.26,5,60.52,0,free,casual
usr_2eb454aa,6,5,20.16,3,55.9,0,free,casual
usr_768d407f,4,3,22.03,3,45.11,0,free,casual
usr_590b295a,3,4,16.59,2,49.87,0,free,casual
usr_2d954000,5,4,20.84,2,45.12,0,free,casual
usr_0afa02bb,4,5,20.81,5,46.78,0,free,casual
usr_60f764f9,5,4,24.64,4,62.65,0,free,casual
usr_88163df2,6,4,18.96,4,41.71,0,free,casual
usr_0942e207,4,4,19.07,4,44.17,0,free,casual
usr_9631b04b,4,4,11.48,2,48.1,0,pro,casual
usr_2cc65d90,6,3,17.07,2,52.76,0,free,casual
usr_e033e42c,6,4,21.92,4,42.74,0,free,casual
usr_92263b49,3,5,21.24,2,45.94,0,free,casual
usr_5dd811f9,6,5,15.78,2,52.26,0,free,casual
usr_faf9ffe4,3,3,14.08,5,42.9,0,free,casual
usr_2936fe81,6,3,16.76,5,43.92,0,free,casual
usr_1032e91b,3,3,18.69,3,43.87,0,free,casual
usr_9f9a903f,7,4,10.65,4,43.84,0,free,casual
usr_42e12e41,6,5,16.04,4,43.15,0,free,casual
usr_8d85037f,3,5,13.14,5,63.99,0,pro,casual
usr_d47740c4,3,4,12.77,2,61.52,0,free,casual
usr_4f6df2a9,3,3,14.44,3,44.67,0,free,casual
usr_ac20eedb,7,5,12.78,2,47.72,0,free,casual
usr_10aae6d3,6,4,14.8,4,46.66,0,free,casual
usr_27b81023,3,4,16.55,3,47.98,0,free,casual
usr_4cd90532,6,4,17.06,2,49.14,0,free,casual
usr_404bd5c8,5,5,14.2,4,61.33,0,free,casual
usr_a534ea17,6,3,15.39,2,42.55,0,pro,casual
usr_a270b7d1,4,5,13.6,3,52.29,0,free,casual
usr_d8a19094,3,5,19.11,3,40.03,0,free,casual
usr_7a42ca5e,5,4,11.04,2,43.64,0,free,casual
usr_5fb0cf2b,6,5,18.4,5,40.84,0,free,casual
usr_1763d4f3,3,5,12.32,4,63.07,0,pro,casual
usr_27ec98ff,5,5,18.28,3,57.79,0,pro,casual
usr_e39893f6,3,5,12.62,4,43.08,0,pro,casual
usr_182b4627,3,5,21.84,3,41.13,0,pro,casual
usr_64b16e81,4,3,10.03,5,40.23,0,free,casual
usr_64cb61e6,4,3,19.97,5,60.44,0,free,casual
usr_7886009b,3,4,21.01,2,62.43,0,pro,casual
usr_d6a15bcb,7,4,17.17,2,53.92,0,pro,casual
usr_7e1e918b,6,4,21.87,4,47.17,0,free,casual
usr_ccdea520,4,5,17.02,2,49.6,0,free,casual
usr_9654b9e2,6,4,12.85,4,55.3,0,free,casual
usr_20fd0c60,4,3,10.78,3,42.3,0,free,casual
usr_f399d796,4,4,16.04,5,41.65,0,free,casual
usr_93b12476,6,5,16.36,5,52.02,0,free,casual
usr_45643823,4,5,23.62,2,48.47,0,pro,casual
usr_12a1923e,7,5,23.79,3,59.41,0,free,casual
usr_4412a8f7,6,5,18.12,3,53.58,0,free,casual
usr_d703e66c,3,3,23.84,4,61.52,0,free,casual
usr_3d281a5d,3,4,24.9,4,42.28,0,free,casual
usr_03068f20,7,4,11.94,5,49.51,0,pro,casual
usr_ba748949,4,5,15.48,2,55.31,0,free,casual
usr_38abc54f,3,3,15.11,3,53.24,0,free,casual
usr_567aaf13,7,5,22.25,2,51.75,1,free,casual
usr_e6c7dff6,3,4,13.12,5,42.29,0,pro,casual
usr_8b913254,6,4,20.73,3,64.86,0,free,casual
usr_c651b130,4,4,16.36,2,60.23,0,pro,casual
usr_91618157,3,4,10.91,3,54.61,0,pro,casual
usr_85abb688,7,5,22.27,5,63.31,0,free,casual
usr_938983f8,4,5,17.5,5,40.22,0,free,casual
usr_ec96e485,3,3,16.73,5,50.44,0,pro,casual
usr_d24202c5,6,3,18.79,5,50.19,0,free,casual
usr_29187fd5,7,5,11.66,2,47.3,0,free,casual
usr_fff15277,3,4,18.34,5,57.04,0,pro,casual
usr_088614c1,5,4,10.57,5,64.15,0,free,casual
usr_b1271a4d,6,5,21.12,2,59.15,0,free,casual
usr_caa04926,7,4,17.06,2,46.81,0,free,casual
usr_f9989d7a,3,4,19.2,2,49.57,0,free,casual
usr_9ae9b8d0,3,4,23.36,5,43.57,0,pro,casual
usr_62537749,7,5,10.93,5,60.99,0,free,casual
usr_acf91a6a,7,5,16.47,5,62.21,0,pro,casual
usr_69aa3b5b,4,5,16.11,2,46.04,0,free,casual
usr_ae0f4356,6,3,14.35,3,62.35,0,free,casual
usr_62717e54,4,3,22.87,2,47.63,0,pro,casual
usr_e7354805,3,3,22.96,5,41.58,0,free,casual
usr_d001297b,6,4,10.77,2,63.33,0,free,casual
usr_d84f0c50,6,4,21.59,4,53.84,0,free,casual
usr_e3874275,5,4,18.39,2,44.84,0,free,casual
usr_f00296a6,4,3,24.01,4,64.19,0,free,casual
usr_dda584c8,5,3,16.77,4,59.49,0,free,casual
usr_3c75a2bc,5,4,22.36,2,43.73,0,free,casual
usr_fedf3c08,3,3,10.64,3,46.54,0,pro,casual
usr_a54640e4,7,5,20.65,2,40.63,0,free,casual
usr_d3189f40,7,5,19.12,5,41.91,0,free,casual
usr_fce18bc3,6,3,18.01,2,59.57,0,free,casual
usr_f6405ba0,5,5,13.04,2,46.43,1,free,casual
usr_b8470a47,7,5,20.48,3,53.23,0,free,casual
usr_253200ac,4,4,17.62,4,59.47,0,free,casual
usr_f90609b7,5,5,23.49,4,42.69,0,free,casual
usr_c122b5c5,5,3,14.11,4,41.23,0,free,casual
usr_d595ae21,4,4,11.82,4,44.11,0,pro,casual
usr_3ecb318b,7,4,12.78,5,46.41,0,free,casual
usr_252b7ad1,3,4,21.13,3,49.44,0,free,casual
usr_737ba0f0,5,3,16.89,2,44.97,0,free,casual
usr_af275b6e,7,5,22.19,5,48.84,1,free,casual
usr_74d578b5,6,4,16.0,5,52.72,0,free,casual
usr_46ae0d85,5,4,21.37,5,62.83,0,free,casual
usr_f307f2dd,4,5,18.02,4,53.06,0,free,casual
usr_6f3c9ffa,0,1,6.57,11,19.74,0,free,at_risk
usr_6ca40d7e,0,2,9.39,11,19.8,1,free,at_risk
usr_4051f107,1,1,13.54,8,23.8,1,free,at_risk
usr_db095852,1,2,7.51,7,18.3,0,free,at_risk
usr_19632c2f,0,1,14.25,13,32.08,1,free,at_risk
usr_e1e9b155,1,1,12.63,11,22.58,1,free,at_risk
usr_71a01b06,0,1,12.95,14,19.42,1,free,at_risk
usr_3c9b6cee,2,1,14.09,9,27.93,1,free,at_risk
usr_90d8729f,0,2,6.47,12,19.48,0,free,at_risk
usr_52dee18b,2,2,5.66,7,22.97,0,free,at_risk
usr_f50c7060,2,1,14.21,11,27.13,0,free,at_risk
usr_7dcfcd0a,1,2,5.87,9,33.81,0,free,at_risk
usr_82c22797,1,2,11.56,11,31.23,0,free,at_risk
usr_0144ded1,0,1,10.97,8,29.01,0,free,at_risk
usr_478f78e1,2,2,9.01,12,29.83,1,free,at_risk
usr_e293317e,1,2,7.05,8,33.79,1,free,at_risk
usr_6a814e11,0,2,12.19,11,22.84,1,free,at_risk
usr_e4651ebd,1,2,9.26,13,24.22,0,free,at_risk
usr_73945bf1,1,2,14.18,11,26.52,1,free,at_risk
usr_a52ec596,0,1,5.52,9,15.57,1,free,at_risk
usr_af0fd408,1,1,12.25,14,34.17,0,free,at_risk
usr_cda3d64b,0,2,13.5,8,22.72,0,free,at_risk
usr_2d754a33,1,2,9.37,13,20.5,0,free,at_risk
usr_6bb12ec1,2,2,9.57,14,28.84,1,free,at_risk
usr_06c84c17,1,1,12.26,13,25.63,1,free,at_risk
usr_be588650,0,1,14.87,14,21.13,1,free,at_risk
usr_ca8f0fdf,0,2,8.28,10,33.37,0,free,at_risk
usr_645067cb,1,2,14.11,10,33.93,1,free,at_risk
usr_8016efa6,2,1,11.34,13,25.61,1,free,at_risk
usr_4a593c1d,1,2,5.32,13,34.3,1,free,at_risk
usr_a57f75c2,1,2,6.43,12,15.7,1,free,at_risk
usr_b7277045,2,1,11.82,9,25.12,1,free,at_risk
usr_d8dd5e76,1,1,7.14,13,28.99,1,free,at_risk
usr_f01758af,1,1,12.57,12,19.77,0,free,at_risk
usr_232a95ef,2,2,10.84,12,32.81,1,free,at_risk
usr_f5e224f4,0,2,10.6,7,29.64,0,free,at_risk
usr_28e27389,1,2,7.19,8,25.11,0,free,at_risk
usr_be845763,2,1,10.47,10,24.19,0,free,at_risk
usr_7b34df31,0,1,14.8,11,27.66,0,free,at_risk
usr_4336bfc1,0,2,5.61,10,19.11,1,free,at_risk
usr_8884cca7,2,2,14.09,13,30.81,1,free,at_risk
usr_6bea3fe5,1,2,11.01,9,19.19,1,free,at_risk
usr_c95af113,2,1,8.36,9,33.14,0,free,at_risk
usr_eb1ecde3,1,1,8.71,11,21.29,1,free,at_risk
usr_3fe9295d,0,2,9.2,11,31.28,1,free,at_risk
usr_bd2dc556,2,2,11.73,12,25.0,1,free,at_risk
usr_b66d87e8,1,2,9.5,11,15.05,1,free,at_risk
usr_be182e20,1,2,10.05,12,31.38,1,free,at_risk
usr_81a22c14,0,2,11.92,13,25.73,0,free,at_risk
usr_c9da6086,2,1,6.29,9,23.28,0,free,at_risk
usr_7614f118,2,1,8.13,9,25.28,1,free,at_risk
usr_b1496be4,0,1,11.84,13,23.96,1,free,at_risk
usr_3f4be3f1,1,1,11.72,7,22.12,0,free,at_risk
usr_0226f27d,2,1,6.05,7,15.74,0,free,at_risk
usr_e0a0f201,2,2,10.47,11,25.1,1,free,at_risk
usr_2b4806bf,0,2,8.45,13,31.31,1,free,at_risk
usr_b84464d1,1,2,8.38,10,28.0,0,free,at_risk
usr_4bfc0459,1,1,9.06,7,26.14,1,free,at_risk
usr_7cd46029,0,1,6.66,14,23.49,1,free,at_risk
usr_b4fb79de,0,2,7.07,11,29.17,0,free,at_risk
usr_ff24b39d,0,1,14.71,9,15.29,1,free,at_risk
usr_6deade0c,1,2,9.69,7,34.4,1,free,at_risk
usr_81ad4abf,0,2,7.69,8,32.63,1,free,at_risk
usr_694dedba,0,1,12.86,9,24.7,1,free,at_risk
usr_9721a1ee,1,2,8.56,7,32.44,1,free,at_risk
usr_ccb86029,2,1,8.4,7,21.84,1,free,at_risk
usr_4fc6b2df,1,2,6.37,12,20.11,0,free,at_risk
usr_6c8389a4,0,1,10.52,13,21.57,0,free,at_risk
usr_5e161e1e,1,2,12.39,14,23.33,1,free,at_risk
usr_357d967f,2,2,12.08,11,27.49,0,free,at_risk
usr_8284df61,0,1,5.97,13,18.16,0,free,at_risk
usr_7c731172,2,1,5.23,9,20.0,0,free,at_risk
usr_71a29eb0,1,1,12.45,11,21.75,1,free,at_risk
usr_3d49a277,1,2,11.23,13,18.19,0,free,at_risk
usr_453736a8,2,1,11.24,10,30.37,1,free,at_risk
usr_0324913d,1,1,6.71,12,30.51,0,free,at_risk
usr_f6841038,0,2,6.45,10,29.81,0,free,at_risk
usr_cfe8cc79,0,2,12.24,7,28.09,1,free,at_risk
usr_99e0ac85,2,1,8.1,11,33.66,1,free,at_risk
usr_c79b6595,1,1,5.15,7,18.03,1,free,at_risk
usr_98a9ff1e,0,1,13.38,12,27.04,0,free,at_risk
usr_73c379af,0,1,11.91,7,26.78,1,free,at_risk
usr_176c0e8a,2,1,10.05,12,15.37,0,free,at_risk
usr_c6035392,0,1,5.41,9,29.33,1,free,at_risk
usr_89e6c3a3,2,1,5.92,11,34.07,1,free,at_risk
usr_21016869,0,2,9.17,7,15.24,1,free,at_risk
usr_e4c861c9,1,1,12.17,8,26.83,1,free,at_risk
usr_2686a397,0,2,11.08,13,27.67,0,free,at_risk
usr_95ad7398,2,2,12.86,11,33.65,0,free,at_risk
usr_d9763bcf,0,1,9.13,14,23.94,1,free,at_risk
usr_4cf2bce6,2,1,7.19,12,26.32,1,free,at_risk
usr_7fc7958d,1,1,7.9,12,30.78,0,free,at_risk
usr_35dfc24c,0,2,10.29,8,20.39,1,free,at_risk
usr_0b8f51ba,2,2,14.23,8,16.82,1,free,at_risk
usr_7ceb5c6a,2,1,8.37,12,20.09,0,free,at_risk
usr_83d70ec6,2,1,14.11,8,26.54,0,free,at_risk
usr_b409d29a,1,1,7.52,14,21.23,1,free,at_risk
usr_89250a81,2,1,8.33,7,27.01,1,free,at_risk
usr_81820065,0,1,12.13,7,32.97,0,free,at_risk
usr_dec090bd,2,1,8.88,10,23.63,1,free,at_risk
usr_4107ce71,1,2,8.15,12,26.22,0,free,at_risk
usr_72d5da05,1,2,9.79,11,26.89,1,free,at_risk
usr_b82ace88,1,1,10.1,11,29.01,1,free,at_risk
usr_c3dfb413,1,1,12.55,13,28.15,1,free,at_risk
usr_8940f930,1,1,13.19,7,26.0,0,free,at_risk
usr_f63d388d,2,1,13.64,12,24.02,0,free,at_risk
